accuracy,loss
0.6015776502908856,0.675735850702618
0.637483839689722,0.645597591348611
0.6542905623787977,0.6307350656230072
0.663188833225598,0.6184580631598086
0.6753999676793795,0.6068625720398569
0.6844598416289593,0.5953345102868098
0.6936510180995475,0.5837592756196792
0.7018220749838396,0.5721992153459133
0.7124575791855203,0.560195108024446
0.7238808985132514,0.5478778997721874
0.7356981254040077,0.5352877051291317
0.744889301874596,0.5225129867387599
0.7547369909502262,0.5096817280529634
0.7641907724628313,0.49651058174615714
0.7750888817065288,0.4833133414911339
0.7830983354880413,0.46961833348578796
0.79402674531351,0.45627418195795505
0.8030866192630899,0.4429292913716438
0.8105708629605689,0.42957970276667673
0.8203175500969618,0.41655681856380444
0.8284583063994828,0.40366915063785724
0.835023432449903,0.39086286879476595
0.842507676147382,0.3779514494041924
0.8505171299288946,0.3652422218981704
0.8565570458952811,0.3527323660042337
0.8642735940530059,0.3407395921857286
0.8713639301874596,0.32860551897743645
0.878322963800905,0.3167325940172227
0.8862011150614092,0.30490702504116646
0.8935843568196509,0.293939040726415
